"","Date_Time","Species","Ind","Rec","TRJ","Exp","Session","GS","Sex","ExT","Traj_num","T","RH","c","ta_mic","t_emit","Raw_X","Raw_Y","Raw_Z","Int01_X","Int01_Y","Int01_Z","Int01_angle2mic","Int01_speed","Int01_vel2mic","dur_Th12","dur_E12","FS_Th12","FS_E12","F_MAmp_Th12","F_MAmp_E12","PF_Th12","PF_E12","FE_Th12","FE_E12","LF12_Th12","LF12_E12","HF12_Th12","HF12_E12","peSL_dB_Th12","peSL_dB_E12","rmsSL_Th12","rmsSL_E12","SNR_Th12","SNR_E12","rmsSL_Th12_10cm","rmsSL_E12_10cm","E1","E2","BW","Harmonic","Q_0.75","Q_0.9","PC","Mean_dur_E12","Mean_PF_E12","Mean_LF12_E12","Mean_rmsSL_E12","AAFp","AAmeanFp","AALoF12","AAmeanLoF12","RHfix","thrDur2","avrgDD","realDD2","realDD","frqDD","rmsDD","durDD","TG"
"2291",2019-06-28 21:55:17,"M.keaysi","052","7","1","1","2019-06-28_002","M.keaysi","H","21","1",20.8,100,345.3,5.7142,5.7092,-0.59,1.52,1.98,-0.59,1.52,1.98,16.17,3.53,3.4,2.4,1.8,114.4,103.65,73.5,73.5,74.5,74.5,58.25,61,55000,57250,113500,107000,103.4,103.4,97.7,98.5,27.03,28.39,117.7,118.5,121.5021,121.0527,49.75,"1st",117.95,118.35,"Si",1.7,77.5,56250,95.9,-3.0229816210644,-3.19783376638284,-2.03670430202828,-1.98109526361182,"real",19.6470588235294,0.97,1.12,1.1,0.99,1.09,0.99,30
"2296",2019-06-28 22:01:23,"M.keaysi","053","5","1","1","2019-06-28_003","M.keaysi","M","21","3",20.8,100,345.3,1.2533,1.2492,-0.84,1.05,0.83,-0.84,1.05,0.83,21.99,3.45,3.21,2.1,1.5,115,105.1,72.45,72.45,73,73,59.4,62.99,56500,59750,114000,108250,100.1,100.1,93.9,94.9,31.02,31.81,113.9,114.9,117.1222,116.6609,48.5,"1st",114.6,114.78,"Si",1.625,72.125,58375,95.525,-2.93581382114584,-2.88505345387271,-2.17672880510415,-2.09954619193317,"real",20.4615384615385,0.98,0.93,0.95,0.98,0.96,0.96,30
"2300",2019-06-28 22:01:23,"M.keaysi","053","5","2","1","2019-06-28_003","M.keaysi","M","21","3",20.8,100,345.3,5.1918,5.1868,-0.02,1.73,1.23,-0.02,1.73,1.23,23.91,4.16,3.81,2.2,1.7,110.94,100.85,70.55,70.55,69,69.25,59.25,61.15,55250,56500,109000,103000,98.9,98.9,92.3,92.9,31.02,31.81,112.3,112.9,115.7242,115.2045,46.5,"1st",112.45,112.72,"Si",1.625,72.125,58375,95.525,-2.71877337330725,-2.88505345387271,-1.99497453588946,-2.09954619193317,"real",19.7230769230769,0.98,0.9,0.89,1,0.88,1,30
"2307",2019-06-28 22:01:23,"M.keaysi","053","5","3","1","2019-06-28_003","M.keaysi","M","21","3",20.8,100,345.3,9.1944,9.1912,0.8,0.75,1.37,0.8,0.75,1.37,25.87,3.56,3.11,1.9,1.4,113.2,103.87,71.91,71.91,73,73,59.91,63.54,57250,60250,112000,107000,100.1,100.1,94.1,95,31.02,31.81,114.1,115,116.8875,116.4613,46.75,"1st",113.2,114.28,"Si",1.625,72.125,58375,95.525,-2.93581382114584,-2.88505345387271,-2.20489124608472,-2.09954619193317,"real",20.8307692307692,0.98,0.92,0.96,0.98,0.96,0.95,30
"2309",2019-06-28 22:01:33,"M.keaysi","053","6","1","1","2019-06-28_003","M.keaysi","M","21","1",20.9,100,345.4,1.0987,1.0916,-0.54,2.39,1.34,-0.54,2.39,1.34,6.9,4.03,4,2.5,1.9,115.36,105.57,72.7,72.7,73.25,73.25,59.24,61.22,55000,57000,114500,109000,104.2,104.2,98.5,99.3,28.14,29.4,118.5,119.3,122.4794,122.0875,52,"1st",118.3,118.9,"Si",1.625,72.125,58375,95.525,-2.95171339186865,-2.88621449024556,-2.02155237337521,-2.09848085333427,"real",18.9846153846154,0.98,1.2,1.15,0.98,1.16,1.03,30
"2343",2019-06-28 22:42:57,"M.keaysi","052","3","1","2","2019-06-28_007","M.keaysi","H","23","1",23,100,346.7,3.818,3.8144,-0.14,0.83,2.28,-0.14,0.83,2.28,76.01,2.59,0.63,1.5,1,103,91.56,65.93,65.93,64.5,64.75,54.59,57.85,52250,54000,101000,93750,90.6,90.6,84.8,85.8,21.7,22.7,104.8,105.8,106.5609,105.8,39.75,"1st",103.175,104.75,"Si",1.7,77.5,56250,95.9,-2.44168466894945,-3.22637380205163,-1.81416569120416,-1.94201451230586,"real",22.4705882352941,0.97,0.57,0.65,1.04,0.62,0.87,30
"2346",2019-06-28 22:46:21,"M.keaysi","053","1","1","2","2019-06-28_008","M.keaysi","M","23","3",22.9,100,346.6,1.0714,1.0668,-0.45,1.47,1.73,-0.45,1.47,1.73,0,3.31,3.27,2.4,1.8,116,107.5,73.5,73.5,73.75,73.75,60.5,63.97,57750,60250,115250,110000,102.2,102.2,95.6,96.3,31.21,31.99,115.6,116.3,119.4021,118.8527,49.75,"1st",115.55,116,"Si",1.625,72.125,58375,95.525,-2.99254367946577,-2.89211206690051,-2.17608240455322,-2.06667866725157,"real",19.3538461538462,0.98,1.04,1.01,0.98,1.02,1.01,30
"2350",2019-06-28 22:46:21,"M.keaysi","053","1","2","2","2019-06-28_008","M.keaysi","M","23","3",22.9,100,346.6,3.0255,3.0211,-0.73,1.29,1.63,-0.73,1.29,1.63,22.14,2.89,2.7,2.4,1.7,114.75,105.22,73.06,73.06,74,74,59.25,63.65,56500,61000,113750,108250,99.5,99.5,93.5,94.6,31.21,31.99,113.5,114.6,117.3021,116.9045,47.25,"1st",114.45,114.54,"Si",1.625,72.125,58375,95.525,-3.00803657207603,-2.89211206690051,-2.220172049664,-2.06667866725157,"real",19.7230769230769,0.98,0.95,0.94,0.97,0.94,1,30
"2353",2019-06-28 22:46:21,"M.keaysi","053","1","3","2","2019-06-28_008","M.keaysi","M","23","3",22.9,100,346.6,4.862,4.8576,-0.81,1.31,1.42,-0.81,1.31,1.42,6.9,2.89,2.9,2.3,1.7,116.67,107.39,72.85,72.85,73.25,73.25,60.22,64.73,58000,61500,116000,110000,102,102,95.9,96.9,31.21,31.99,115.9,116.9,119.5173,119.2045,48.5,"1st",116.3,116.66,"Si",1.625,72.125,58375,95.525,-2.96159082255522,-2.89211206690051,-2.24966445714475,-2.06667866725157,"real",19.7230769230769,0.98,1.05,1.04,0.98,1.04,1,30
"2358",2019-06-28 22:46:35,"M.keaysi","053","3","1","2","2019-06-28_008","M.keaysi","M","23","2",22.7,100,346.5,1.0088,1.0064,-0.66,0.51,1.37,-0.66,0.51,1.37,47.42,2.24,1.52,1.7,1.1,111.4,99.42,72.34,72.34,73.25,73.25,60.53,65.88,59250,63250,107000,1e+05,94.2,94.2,87.7,89.2,23.02,23.38,107.7,109.2,110.0045,109.6139,36.75,"1st",109.15,109.2,"Si",1.625,72.125,58375,95.525,-2.9620671978233,-2.89294161046972,-2.35661935987033,-2.07067950464716,"real",21.9384615384615,0.98,0.67,0.74,0.98,0.74,0.9,30
"2361",2019-06-28 22:46:35,"M.keaysi","053","3","1","2","2019-06-28_008","M.keaysi","M","23","2",22.7,100,346.5,1.1678,1.1661,-0.54,0.25,1.49,-0.54,0.25,1.49,39.84,1.74,1.31,1.6,1,108.89,99.45,73.49,73.49,74.5,74.5,60.52,67.75,59750,65250,106500,100750,94,94,87.5,89.2,23.02,23.38,107.5,109.2,109.5412,109.2,35.5,"1st",109.15,109.2,"Si",1.625,72.125,58375,95.525,-3.03912391509626,-2.89294161046972,-2.47589782754833,-2.07067950464716,"real",22.3076923076923,0.98,0.66,0.73,0.97,0.74,0.89,30
"2366",2019-06-28 22:46:35,"M.keaysi","053","3","2","2","2019-06-28_008","M.keaysi","M","23","2",22.7,100,346.5,3.3714,3.3679,-0.5,1.07,1.27,-0.5,1.07,1.27,15.36,3.22,3.1,2.1,1.4,114.44,103.95,73.3,73.3,74.25,74.25,60.5,65.49,58500,63500,112500,107250,102.2,102.2,95.9,97.3,23.02,23.38,115.9,117.3,119.1222,118.7613,43.75,"1st",117.1,117.22,"Si",1.625,72.125,58375,95.525,-3.02369216233566,-2.89294161046972,-2.37147153150484,-2.07067950464716,"real",20.8307692307692,0.98,1.01,1.05,0.97,1.06,0.95,30
"2368",2019-06-28 22:46:42,"M.keaysi","053","4","1","2","2019-06-28_008","M.keaysi","M","23","2",22.7,100,346.5,1.0187,1.0139,0.27,1.68,1.39,0.27,1.68,1.39,30.51,3.61,3.11,2.5,1.9,117.55,107.32,73.25,73.25,74,74,59.03,61.75,55500,58000,116750,110750,104.9,104.9,99.2,100,20.93,21.69,119.2,120,123.1794,122.7875,52.75,"1st",112.65,114.96,"Si",1.625,72.125,58375,95.525,-3.00827049652113,-2.89294161046972,-2.04900014299043,-2.07067950464716,"real",18.9846153846154,0.98,1.23,1.18,0.97,1.19,1.03,30
"2378",2019-06-28 22:46:42,"M.keaysi","053","4","2","2","2019-06-28_008","M.keaysi","M","23","2",22.7,100,346.5,3.3782,3.3747,-0.75,0.96,1.5,-0.75,0.96,1.5,18.39,3,2.8,2,1.5,116.9,107,73.25,73.25,73.75,73.75,60,64.5,57750,61500,116000,110500,101.6,101.6,95.7,96.7,20.93,21.69,115.7,116.7,118.7103,118.4609,49,"1st",116.6,116.66,"Si",1.625,72.125,58375,95.525,-2.99285903446431,-2.89294161046972,-2.25314376640207,-2.07067950464716,"real",20.4615384615385,0.98,1.01,1.03,0.98,1.04,0.96,30
"2384",2019-06-28 22:46:49,"M.keaysi","053","5","1","2","2019-06-28_008","M.keaysi","M","23","1",22.7,100,346.5,4.3972,4.3926,0.39,1.5,1.63,0.39,1.5,1.63,27.02,3.88,3.41,2.2,1.7,113.29,104,73.75,73.75,74.75,74.75,59.48,62.16,56000,58000,112750,107000,103.2,103.2,97,97.8,23.5,24.27,117,117.8,120.4242,120.1045,49,"1st",116.2,117.16,"Si",1.625,72.125,58375,95.525,-3.05456563976728,-2.89294161046972,-2.04900014299043,-2.07067950464716,"real",19.7230769230769,0.98,1.08,1.07,0.97,1.08,1,30
"2403",2019-06-28 23:35:38,"M.keaysi","052","1","1","3","2019-06-28_012","M.keaysi","H","25","1",24.9,93.2,347.8,3.0935,3.0896,0.15,1.29,1.76,0.15,1.29,1.76,40.31,3.82,2.92,2.6,1.9,111.5,100.98,74.19,74.19,75.25,75.25,57.65,60.47,54500,56750,110500,102250,102.9,102.9,96.4,97.2,21.68,23.21,116.4,117.2,120.5497,119.9875,45.5,"1st",115.975,116.6,"Si",1.7,77.5,56250,95.9,-3.12609911593677,-3.27121013229706,-1.98256406035752,-1.95330691511894,"real",19.2941176470588,0.97,1.07,1.04,0.98,1.02,1,30
"2405",2019-06-28 23:36:22,"M.keaysi","052","2","1","3","2019-06-28_012","M.keaysi","H","25","1",24.9,93.2,347.8,4.1495,4.1463,0.06,1.01,1.77,0.06,1.01,1.77,28.47,4.11,3.62,2.2,1.6,104.65,94.76,82.88,82.88,75.25,75.25,57.25,59.54,53500,55000,105000,99750,95,95,88.6,89.5,29.25,29.86,108.6,109.5,112.0242,111.5412,44.75,"1st",106.75,108.4,"Si",1.7,77.5,56250,95.9,-3.12609911593677,-3.27121013229706,-1.88065672665859,-1.95330691511894,"real",20.3529411764706,0.97,0.73,0.74,0.98,0.73,0.95,30
"2408",2019-06-28 23:36:37,"M.keaysi","052","4","1","3","2019-06-28_012","M.keaysi","H","25","2",24.8,93.1,347.7,3.0624,3.0564,-0.06,2.03,1.74,-0.06,2.03,1.74,22.66,3.76,3.51,2.9,2.3,113.29,101.77,81.9,81.9,62.5,63.5,57.5,59,53250,54500,112250,103500,99.9,99.9,93.9,94.5,20.85,21.46,113.9,114.5,118.524,118.1173,49,"1st",113.5,114.1,"Si",1.7,77.5,56250,95.9,-2.39028169378467,-3.27219710443862,-1.85518656665683,-1.95664274753033,"real",17.8823529411765,0.97,1.08,0.98,1.05,0.91,1.06,30
"2411",2019-06-28 23:36:37,"M.keaysi","052","4","2","3","2019-06-28_012","M.keaysi","H","25","2",24.8,93.1,347.7,6.9543,6.9501,-0.03,1.35,1.97,-0.03,1.35,1.97,32.84,3.71,3.11,2.3,1.6,104,94.68,82.95,82.95,61.75,62.5,57.02,59.25,53000,54500,105000,99750,97.6,97.6,90.8,91.8,20.85,21.46,110.8,111.8,114.4173,113.8412,45.25,"1st",107.675,110.15,"Si",1.7,77.5,56250,95.9,-2.32932763018119,-3.27219710443862,-1.85518656665683,-1.95664274753033,"real",20.3529411764706,0.97,0.86,0.87,1.05,0.81,0.95,30
"2416",2019-06-28 23:38:34,"M.keaysi","053","1","1","3","2019-06-28_013","M.keaysi","M","25","2",24.6,92.6,347.6,2.9296,2.925,-0.75,1.4,1.59,-0.75,1.4,1.59,14.74,2.7,2.7,2.7,2,117.87,104.91,80.7,80.7,74.5,74.5,59,61.4,55500,58000,115250,104250,101.5,101.5,95,95.9,29.35,30.52,115,115.9,119.3136,118.9103,46.25,"1st",115.3,115.66,"Si",1.625,72.125,58375,95.525,-3.08437004402361,-2.93392038068105,-2.06843461824271,-2.09058963851425,"real",18.6153846153846,0.98,1.04,0.98,0.97,1,1.04,30
"2420",2019-06-28 23:38:34,"M.keaysi","053","1","2","3","2019-06-28_013","M.keaysi","M","25","2",24.6,92.6,347.6,5.967,5.9616,0.81,1.69,1.42,0.81,1.69,1.42,16.07,2.92,2.8,2.6,1.7,119.66,109.32,92.85,92.85,74.25,74.25,61.02,66.63,58750,63250,118750,112250,104.6,104.6,98,99.2,29.35,30.52,118,119.2,122.1497,121.5045,49,"1st",119.05,119.14,"Si",1.625,72.125,58375,95.525,-3.06848168061973,-2.93392038068105,-2.38321922250201,-2.09058963851425,"real",19.7230769230769,0.98,1.14,1.13,0.97,1.15,0.99,30
"2424",2019-06-28 23:38:43,"M.keaysi","053","2","1","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,0.0434,0.0383,-0.13,1.8,1.34,-0.13,1.8,1.34,18.44,3.68,3.5,2.3,1.6,110.12,102.08,80,80,76,76,61.5,65.84,59500,63000,110000,103250,105.8,105.8,99.5,100.7,28.74,28.96,119.5,120.7,123.1173,122.7412,40.25,"1st",118.7,119.9,"Si",1.625,72.125,58375,95.525,-3.17994069457383,-2.93392038068105,-2.36801882336813,-2.09058963851425,"real",20.0923076923077,0.98,1.19,1.19,0.96,1.22,0.98,30
"2431",2019-06-28 23:38:43,"M.keaysi","053","2","2","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,1.9252,1.9212,0.57,1.27,1.2,0.57,1.27,1.2,30.86,2.53,2.21,2.4,1.7,119.34,109.19,73.85,73.85,74,74,60.48,65.75,58750,62250,118250,112000,102.2,102.2,95.9,96.9,28.74,28.96,115.9,116.9,119.7021,119.2045,49.75,"1st",116.7,116.82,"Si",1.625,72.125,58375,95.525,-3.05260511039626,-2.93392038068105,-2.32253618853392,-2.09058963851425,"real",19.7230769230769,0.98,1.04,1.03,0.97,1.04,0.99,30
"2435",2019-06-28 23:38:43,"M.keaysi","053","2","3","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,5.3699,5.3641,-0.76,1.88,1.11,-0.76,1.88,1.11,20.25,3.06,3,1.9,1.5,116,106.68,72.65,72.65,73.25,73.25,62.76,65.75,61000,63250,114250,107500,107.7,107.7,99.6,100.3,28.74,28.96,119.6,120.3,122.3875,122.0609,44.25,"1st",118.35,119.76,"Si",1.625,72.125,58375,95.525,-3.00504749010474,-2.93392038068105,-2.38321922250201,-2.09058963851425,"real",20.4615384615385,0.98,1.17,1.19,0.97,1.2,0.96,30
"2442",2019-06-28 23:38:50,"M.keaysi","053","3","1","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,2.2621,2.257,0.38,1.72,1.27,0.38,1.72,1.27,12.1,3.7,3.7,2.4,1.6,120.56,110.19,80.51,80.51,74.5,74.75,61.48,66.5,59000,63000,120000,113250,102.9,102.9,97.1,98.2,21.24,22.29,117.1,118.2,120.9021,120.2412,50.25,"1st",118.15,118.18,"Si",1.625,72.125,58375,95.525,-3.10027007010959,-2.93392038068105,-2.36801882336813,-2.09058963851425,"real",20.0923076923077,0.98,1.08,1.08,0.97,1.1,0.98,30
"2443",2019-06-28 23:38:50,"M.keaysi","053","3","2","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,5.6796,5.6761,0.56,1.07,1.5,0.56,1.07,1.5,15.28,3.25,3.1,2.1,1.4,117,105.19,80.91,80.91,81,81,61.48,67.25,59750,64500,114000,107750,101.1,101.1,94.6,96.1,21.24,22.29,114.6,116.1,117.8222,117.5613,43.25,"1st",114.425,115.43,"Si",1.625,72.125,58375,95.525,-3.50121400218724,-2.93392038068105,-2.45950787349884,-2.09058963851425,"real",20.8307692307692,0.98,0.93,0.96,0.94,1.01,0.95,30
"2445",2019-06-28 23:38:50,"M.keaysi","053","3","3","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,7.9861,7.9808,0.63,1.72,1.68,0.63,1.72,1.68,8.13,3.64,3.6,2.3,1.7,119.19,109.41,93.5,93.5,74.5,74.75,61.88,66.5,59750,62500,118250,112250,101.3,101.3,95.7,96.6,21.24,22.29,115.7,116.6,119.3173,118.9045,49.75,"1st",114.6,115.8,"Si",1.625,72.125,58375,95.525,-3.10027007010959,-2.93392038068105,-2.33767708552033,-2.09058963851425,"real",19.7230769230769,0.98,1.02,1.01,0.97,1.03,0.99,30
"2448",2019-06-28 23:39:08,"M.keaysi","053","5","1","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,0.217,0.2132,-0.56,1.19,1.61,-0.56,1.19,1.61,30.62,3.18,2.71,2.2,1.6,105.65,96.47,80.55,80.55,77.5,77.5,59.5,62.24,56250,59000,103750,1e+05,97.7,97.7,90.6,91.7,21.53,22.61,110.6,111.7,114.0242,113.7412,41,"1st",110.9,111.38,"Si",1.625,72.125,58375,95.525,-3.27590449303864,-2.93392038068105,-2.12763435120561,-2.09058963851425,"real",20.0923076923077,0.98,0.8,0.81,0.95,0.83,0.98,30
"2452",2019-06-28 23:39:08,"M.keaysi","053","5","2","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,4.3993,4.3941,-0.77,1.55,1.84,-0.77,1.55,1.84,16.88,3.15,3,2,1.5,118.65,107.78,93,93,75,75,61.99,66.18,59500,62250,118000,110750,101.3,101.3,95.7,96.6,21.53,22.61,115.7,116.6,118.7103,118.3609,48.5,"1st",115.75,116.2,"Si",1.625,72.125,58375,95.525,-3.11618163011953,-2.93392038068105,-2.32253618853392,-2.09058963851425,"real",20.4615384615385,0.98,0.99,1.01,0.97,1.03,0.96,30
"2458",2019-06-28 23:39:08,"M.keaysi","053","5","3","3","2019-06-28_013","M.keaysi","M","25","3",24.6,92.6,347.6,7.8532,7.8488,-0.15,1.51,1.51,-0.15,1.51,1.51,13.87,3.26,3.1,2.3,1.7,119.5,108.94,74.18,74.18,74.75,74.75,61,64.74,58250,60750,118250,112000,105,105,99.1,100,21.53,22.61,119.1,120,122.7173,122.3045,51.25,"1st",119,119.6,"Si",1.625,72.125,58375,95.525,-3.10027007010959,-2.93392038068105,-2.23212465844917,-2.09058963851425,"real",19.7230769230769,0.98,1.18,1.17,0.97,1.18,0.99,30
"2463",2019-06-30 22:02:47,"M.oxyotus","056","2","1","1","2019-06-30_001","M.oxyotus","H","20","2",20.5,99.9,345.2,5.3051,5.3013,0.02,0.95,2.24,0.02,0.95,2.24,50.36,3.77,2.33,2.1,1.5,84.37,76.06,55.76,55.76,55,55.25,49,50.75,45500,46500,116000,116250,92.9,92.9,86.1,87.1,14.23,14.81,106.1,107.1,109.3222,108.8609,69.75,"1st",106.3,106.78,"Si",1.94375,53.3125,45000,89.325,-1.93030127756426,-1.82441441278647,-1.46138254573412,-1.3838359348265,"real",21.3697749196141,0.81,0.67,0.72,0.8,0.72,0.75,30
"2466",2019-06-30 22:02:47,"M.oxyotus","056","2","2","1","2019-06-30_001","M.oxyotus","H","20","2",20.5,99.9,345.2,1.8956,1.8905,0.1,1.73,1.73,0.1,1.73,1.73,36.03,3.77,3.01,2.9,2.3,92.5,82.4,72.95,72.95,104,53.75,99.73,101.97,45750,46000,117250,117500,97.2,97.2,91.3,91.9,14.23,14.81,111.3,111.9,115.924,115.5173,71.5,"1st",110.25,111.06,"Si",1.94375,53.3125,45000,89.325,-1.84823723821027,-1.82441441278647,-1.43542393896422,-1.3838359348265,"real",18.9003215434084,0.81,0.96,0.91,0.8,0.91,0.85,30
"2474",2019-06-30 22:02:54,"M.oxyotus","056","3","1","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,0.8736,0.8692,-0.18,1.44,1.79,-0.18,1.44,1.79,28.88,3.81,3.31,2.7,2.1,94.25,86.4,73,73,53,53.5,49.25,101.26,45000,45500,115250,115500,98.7,98.7,92,92.5,24.83,25.86,112,112.5,116.3136,115.7222,70,"1st",111.525,112.5,"Si",1.94375,53.3125,45000,89.325,-1.83461773436938,-1.82441441278647,-1.40957403757773,-1.3838359348265,"real",19.5176848874598,0.81,0.96,0.94,0.81,0.94,0.83,30
"2475",2019-06-30 22:02:54,"M.oxyotus","056","3","1","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,0.9477,0.944,-0.06,1.19,1.8,-0.06,1.19,1.8,28.46,3.74,3.31,2.6,1.9,93.5,83.5,72.84,72.84,52,52.5,48.25,49.72,44250,44750,115500,115750,97.7,97.7,91.6,92.5,24.83,25.86,111.6,112.5,115.7497,115.2875,71,"1st",111.525,112.5,"Si",1.94375,53.3125,45000,89.325,-1.78031505921439,-1.82441441278647,-1.37100978965992,-1.3838359348265,"real",20.1350482315113,0.81,0.94,0.95,0.81,0.94,0.8,30
"2479",2019-06-30 22:02:54,"M.oxyotus","056","3","2","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,4.2585,4.2534,0.56,1.63,1.56,0.56,1.63,1.56,17.52,3.15,3,2.8,2.1,94.8,84.91,73.12,73.12,53.5,54,48.21,49.77,44250,45000,115500,115750,95.4,95.4,90,90.8,24.83,25.86,110,110.8,114.4716,114.0222,70.75,"1st",107.725,109.75,"Si",1.94375,53.3125,45000,89.325,-1.86187371698874,-1.82441441278647,-1.3838359348265,-1.3838359348265,"real",19.5176848874598,0.81,0.88,0.86,0.8,0.87,0.83,30
"2489",2019-06-30 22:02:54,"M.oxyotus","056","3","3","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,6.4308,6.4273,-0.58,1.03,1.7,-0.58,1.03,1.7,45,2.39,1.71,2.8,2.1,94,82.1,70.62,70.62,52.5,52.75,48,49,43750,44250,112000,112250,93.6,93.6,88.2,89.1,24.83,25.86,108.2,109.1,112.6716,112.3222,68,"1st",108.825,109.05,"Si",1.94375,53.3125,45000,89.325,-1.79386385935146,-1.82441441278647,-1.34544530517309,-1.3838359348265,"real",19.5176848874598,0.81,0.82,0.8,0.81,0.8,0.83,30
"2495",2019-06-30 22:03:03,"M.oxyotus","056","4","1","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,0.502,0.4986,-0.62,0.87,1.79,-0.62,0.87,1.79,35.63,3.54,2.92,2.6,1.8,93.55,80,71.25,71.25,52,52.5,47.76,49,43500,44250,116250,116500,93.5,93.5,88,89,21.77,22.9,108,109,112.1497,111.5527,72.25,"1st",107.85,108.5,"Si",1.94375,53.3125,45000,89.325,-1.78031505921439,-1.82441441278647,-1.34544530517309,-1.3838359348265,"real",20.443729903537,0.81,0.78,0.8,0.81,0.79,0.79,30
"2499",2019-06-30 22:03:03,"M.oxyotus","056","4","2","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,4.7271,4.723,0.16,1.31,1.86,0.16,1.31,1.86,34.11,3.76,3.12,2.8,1.9,92.45,79.25,72.59,72.59,51.75,52.25,47,48.5,43250,44000,110500,111000,92.7,92.7,86.9,88,21.77,22.9,106.9,108,111.3716,110.7875,67,"1st",108,108,"Si",1.94375,53.3125,45000,89.325,-1.76678465310084,-1.82441441278647,-1.33270777344573,-1.3838359348265,"real",20.1350482315113,0.81,0.75,0.76,0.81,0.75,0.8,30
"2500",2019-06-30 22:03:03,"M.oxyotus","056","4","2","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,4.7868,4.7831,0.17,1.09,1.91,0.17,1.09,1.91,42.41,3.71,2.73,2.5,1.8,89.28,76.62,53.23,53.23,53,53.25,48.75,50.01,44750,45250,114250,114500,92.9,92.9,87.1,88,21.77,22.9,107.1,108,111.0794,110.5527,69.25,"1st",108,108,"Si",1.94375,53.3125,45000,89.325,-1.82101548244967,-1.82441441278647,-1.39669081588764,-1.3838359348265,"real",20.443729903537,0.81,0.74,0.75,0.81,0.75,0.79,30
"2502",2019-06-30 22:03:03,"M.oxyotus","056","4","3","1","2019-06-30_001","M.oxyotus","H","20","3",20.5,99.9,345.2,6.7926,6.7888,-0.57,0.99,2.02,-0.57,0.99,2.02,37.6,3.04,2.41,2.6,1.9,91.43,78.11,52,52,52.25,52.5,47.74,49,43750,44250,106750,107250,90.6,90.6,85.2,86.2,21.77,22.9,105.2,106.2,109.3497,108.9875,63,"1st",102.5,104.34,"Si",1.94375,53.3125,45000,89.325,-1.78031505921439,-1.82441441278647,-1.34544530517309,-1.3838359348265,"real",20.1350482315113,0.81,0.69,0.69,0.81,0.69,0.8,30
"2510",2019-06-30 22:11:55,"M.keaysi","058","1","1","1","2019-06-30_003","M.keaysi","M","20","1",20.5,100,345.2,6.168,6.1596,-0.42,2.87,1.15,-0.42,2.87,1.15,16.22,4.02,3.9,2.7,2,113.22,103.75,73.39,73.39,73.5,73.5,60,61.5,55750,57250,112000,106250,103.5,103.5,96.5,97.2,17.44,18.69,116.5,117.2,120.8136,120.2103,49,"1st",116.1,116.76,"Si",1.75,73.25,58500,96.65,-2.96001065756454,-2.9456440612951,-2.0399840671602,-2.10936173668582,"real",19.1428571428571,1.03,1.09,1.05,1.03,1.05,1.07,30
"2517",2019-06-30 22:12:29,"M.keaysi","058","3","1","1","2019-06-30_003","M.keaysi","M","20","2",20.5,100,345.2,5.9802,5.976,-0.14,1.37,1.79,-0.14,1.37,1.79,29.84,4.12,3.62,2,1.5,111.55,102.56,73.37,73.37,73.5,73.5,61.48,63.54,58500,60500,110000,105500,103.6,103.6,95.7,96.7,20.37,21.08,115.7,116.7,118.7103,118.4609,45,"1st",116.425,116.6,"Si",1.75,73.25,58500,96.65,-2.96001065756454,-2.9456440612951,-2.22100087473147,-2.10936173668582,"real",20.8571428571429,1.03,0.99,1.03,1.03,1.03,0.99,30
"2520",2019-06-30 22:12:29,"M.keaysi","058","3","2","1","2019-06-30_003","M.keaysi","M","20","2",20.5,100,345.2,1.9258,1.9196,0.67,2,1.56,0.67,2,1.56,28.96,4.13,3.61,2.3,1.7,112.48,102.74,73.37,73.37,73.5,73.5,60.15,61.5,56250,57500,111000,104750,101.5,101.5,94.6,95.4,20.37,21.08,114.6,115.4,118.2173,117.7045,47.25,"1st",113,114.44,"Si",1.75,73.25,58500,96.65,-2.96001065756454,-2.9456440612951,-2.053833467916,-2.10936173668582,"real",20.1714285714286,1.03,0.97,0.97,1.03,0.97,1.02,30
